Roll Number, Payoff Condition, Trial Number, Total Penalty, Rep Choices ,
012, Low Var, 8, 356.73080874956827, 6, 
012, Low Var, 10, 435.26717071710794, 8, 
012, Low Var, 12, 516.3698646180105, 10, 
012, Low Var, 14, 593.8853285568777, 12, 
012, Low Var, 16, 676.3377263613896, 14, 
012, Low Var, 18, 744.6037703220068, 16, 
012, Low Var, 20, 830.006014178362, 18, 
012, High Var, 0, 42.89908867860057, 0, 
012, High Var, 2, 144.4042327761973, 0, 
012, High Var, 4, 217.10420408537678, 2, 
012, High Var, 6, 293.00798921980925, 4, 
012, High Var, 8, 355.63312502147517, 6, 
012, High Var, 10, 419.5305681265553, 8, 
012, High Var, 12, 509.61014583335105, 10, 
012, High Var, 14, 607.3306833236945, 11, 
012, High Var, 16, 691.5994102391247, 13, 
012, High Var, 18, 782.2565555864443, 13, 
012, High Var, 20, 892.3414838755195, 13, 
012, High Var, 0, 41.12448164501782, 0, 
012, High Var, 2, 191.7172168730265, 0, 
012, High Var, 4, 275.99852634530214, 0, 
012, High Var, 6, 370.78833049915033, 1, 
012, High Var, 8, 447.2462111744802, 3, 
012, High Var, 10, 540.9577221470719, 3, 
012, High Var, 12, 640.0388287909545, 4, 
012, High Var, 14, 711.5703194405435, 4, 
012, High Var, 16, 769.558572316831, 6, 
012, High Var, 18, 850.2920368284924, 8, 
012, High Var, 20, 946.0505760124084, 10, 
012, IOWA, 0, 56.31800777026273, 0, 
012, IOWA, 2, 172.23240409686682, 2, 
012, IOWA, 4, 274.7797298322073, 2, 
012, IOWA, 6, 341.83977400837693, 4, 
012, IOWA, 8, 420.15407445493184, 6, 
012, IOWA, 10, 478.41664698871523, 8, 
012, IOWA, 12, 560.7116185471099, 10, 
012, IOWA, 14, 669.9688347449018, 11, 
012, IOWA, 16, 746.445571089723, 12, 
012, IOWA, 18, 817.9027737135298, 14, 
012, IOWA, 20, 894.9453828898479, 16, 
012, High Var, 0, 28.170528361480514, 0, 
012, High Var, 2, 128.11218532680203, 1, 
012, High Var, 4, 217.62854758548886, 2, 
012, High Var, 6, 319.4674142050751, 3, 
012, High Var, 8, 407.8735523304821, 4, 
012, High Var, 10, 508.25222110611577, 6, 
012, High Var, 12, 613.1978167294732, 6, 
012, High Var, 14, 691.4930324889001, 8, 
012, High Var, 16, 794.7290908230935, 10, 
012, High Var, 18, 879.3127837144667, 12, 
012, High Var, 20, 970.4222734356048, 13, 
012, Low Var, 0, 53.494350469460265, 0, 
012, Low Var, 2, 151.69337443174535, 1, 
012, Low Var, 4, 231.0705811802573, 3, 
012, Low Var, 6, 309.05652010036465, 5, 
012, Low Var, 8, 376.14249611869934, 7, 
013, IOWA, 0, 52.24107219080952, 0, 
013, IOWA, 2, 158.85073232709533, 0, 
013, IOWA, 4, 271.8689015831512, 0, 
013, IOWA, 6, 373.86289715142215, 1, 
013, IOWA, 8, 468.9375999497655, 3, 
013, IOWA, 10, 566.5287829460998, 5, 
013, IOWA, 12, 666.3045830588563, 7, 
013, IOWA, 14, 766.6103840928813, 9, 
013, IOWA, 16, 886.9346024585584, 10, 
013, IOWA, 18, 999.7734525594068, 10, 
013, IOWA, 20, 1104.9212079302454, 11, 
013, IOWA, 0, 71.26418394393994, 0, 
013, IOWA, 2, 167.68632946498803, 1, 
013, IOWA, 4, 265.7441494289518, 3, 
013, IOWA, 6, 361.54461797075066, 5, 
013, IOWA, 8, 446.77664983704324, 7, 
013, IOWA, 10, 543.0767996797686, 9, 
013, IOWA, 12, 633.7752451338965, 11, 
013, IOWA, 14, 725.9701580142961, 13, 
013, IOWA, 16, 868.8308644450716, 13, 
013, IOWA, 18, 988.5360569386471, 13, 
013, IOWA, 20, 1082.3363000011298, 14, 
013, IOWA, 0, 47.8830808268891, 0, 
013, IOWA, 2, 132.1800192155305, 2, 
013, IOWA, 4, 223.33895396694254, 4, 
013, IOWA, 6, 325.67294880156453, 6, 
013, IOWA, 8, 417.74454186667094, 8, 
013, IOWA, 10, 530.3951239119739, 10, 
013, IOWA, 12, 629.7917104498089, 11, 
013, IOWA, 14, 774.4389334801107, 13, 
013, IOWA, 16, 905.5040063625696, 14, 
013, IOWA, 18, 1033.9178220211763, 14, 
013, IOWA, 20, 1144.1514366458064, 15, 
013, IOWA, 0, 62.324916325006086, 0, 
013, IOWA, 2, 202.93414869298806, 1, 
013, IOWA, 4, 309.59645334257675, 1, 
013, IOWA, 6, 414.1982963454169, 2, 
013, IOWA, 8, 509.61269082717854, 4, 
013, IOWA, 10, 623.4736852436869, 6, 
013, IOWA, 12, 724.5558125777245, 7, 
013, IOWA, 14, 827.094209726439, 9, 
013, IOWA, 16, 924.3497168352133, 11, 
013, IOWA, 18, 1057.756917997357, 11, 
013, IOWA, 20, 1172.4807430561304, 11, 
013, Low Var, 0, 58.672620660814815, 0, 
013, Low Var, 2, 170.56579230494575, 1, 
013, Low Var, 4, 262.7914036185692, 3, 
013, Low Var, 6, 373.0849577016897, 4, 
013, Low Var, 8, 476.33494728179886, 5, 
013, Low Var, 10, 575.2975976794639, 7, 
013, Low Var, 12, 670.7624474675775, 9, 
013, Low Var, 14, 763.8804176490822, 11, 
013, Low Var, 16, 864.2081688649663, 13, 
013, Low Var, 18, 967.2208907875562, 15, 
013, Low Var, 20, 1066.8532924482522, 17, 
013, High Var, 0, 58.408601964191774, 0, 
013, High Var, 2, 156.59381261289238, 2, 
013, High Var, 4, 281.7920803850596, 4, 
013, High Var, 6, 389.30670945375397, 6, 
013, High Var, 8, 504.3924570929066, 7, 
013, High Var, 10, 593.2400737269736, 9, 
013, High Var, 12, 691.65049772841, 11, 
013, High Var, 14, 807.4674461525441, 12, 
013, High Var, 16, 936.1629426897489, 12, 
013, High Var, 18, 1060.2012010585318, 14, 
013, High Var, 20, 1168.5793121581587, 15, 
013, High Var, 0, 47.11869525958439, 0, 
013, High Var, 2, 138.98262599107392, 2, 
013, High Var, 4, 237.34956175239552, 2, 
013, High Var, 6, 339.4955298778275, 4, 
013, High Var, 8, 447.5063992825367, 6, 
013, High Var, 10, 532.7125849948684, 8, 
013, High Var, 12, 619.833113174785, 10, 
013, High Var, 14, 737.9437371756107, 12, 
013, High Var, 16, 837.7197253479437, 14, 
013, High Var, 18, 936.1117650122274, 16, 
013, High Var, 20, 1017.7968180243296, 18, 
013, Equal Means, 0, 58.455167081663525, 0, 
013, Equal Means, 2, 171.19072799685372, 2, 
013, Equal Means, 4, 283.4730774468375, 4, 
013, Equal Means, 6, 407.1298982518691, 6, 
013, Equal Means, 8, 529.8059642654057, 8, 
013, Equal Means, 10, 665.8298825607644, 9, 
013, Equal Means, 12, 786.429651208034, 10, 
013, Equal Means, 14, 907.4983891440595, 11, 
013, Equal Means, 16, 1016.1098308461911, 11, 
013, Equal Means, 18, 1136.5136619105795, 11, 
013, Equal Means, 20, 1241.621319961875, 12, 
013, Low Var, 0, 68.85568189189186, 0, 
013, Low Var, 2, 190.50564551471334, 1, 
013, Low Var, 4, 285.1202031330329, 3, 
013, Low Var, 6, 386.8284035035018, 5, 
013, Low Var, 8, 482.5464278644838, 7, 
013, Low Var, 10, 589.4283218926176, 8, 
013, Low Var, 12, 687.4786589749754, 9, 
013, Low Var, 14, 791.4178579653781, 11, 
013, Low Var, 16, 917.3848849889184, 12, 
013, Low Var, 18, 1020.4792385972513, 13, 
013, Low Var, 20, 1150.3768783952544, 14, 
013, Equal Means, 0, 52.95626273532334, 0, 
013, Equal Means, 2, 180.21402973923418, 2, 
013, Equal Means, 4, 304.13272125903666, 4, 
013, Equal Means, 6, 427.5662865678783, 6, 
013, Equal Means, 8, 535.0564619745811, 7, 
013, Equal Means, 10, 660.6539959337168, 8, 
013, Equal Means, 12, 780.3295086202089, 10, 
013, Equal Means, 14, 901.5525421655559, 11, 
013, Equal Means, 16, 1015.6251587423225, 12, 
013, Equal Means, 18, 1138.707452242792, 14, 
013, Equal Means, 20, 1264.3587097237564, 15, 
013, High Var, 0, 69.10319883351553, 0, 
013, High Var, 2, 159.11820437395713, 1, 
013, High Var, 4, 266.0772088373941, 3, 
013, High Var, 6, 367.98879530362325, 5, 
013, High Var, 8, 455.5057531105715, 7, 
013, High Var, 10, 564.8984394993043, 9, 
013, High Var, 12, 663.4224874728765, 11, 
013, High Var, 14, 746.7542260901807, 13, 
013, High Var, 16, 834.8520669854217, 15, 
013, High Var, 18, 920.2692536837211, 17, 
013, High Var, 20, 1026.3492665200351, 19, 
013, Low Var, 0, 59.306645488571355, 0, 
013, Low Var, 2, 174.87258315070127, 2, 
013, Low Var, 4, 292.23174469633767, 4, 
013, Low Var, 6, 403.6167290771427, 4, 
013, Low Var, 8, 504.2451152108467, 6, 
014, IOWA, 0, 100, 0, 
014, IOWA, 2, 172.55432421698197, 0, 
014, IOWA, 4, 263.8283436290245, 0, 
014, IOWA, 6, 304.2101143760767, 2, 
014, IOWA, 8, 391.88481108964044, 4, 
014, IOWA, 10, 497.56168155953907, 4, 
014, IOWA, 12, 554.5637183418162, 5, 
014, IOWA, 14, 611.0373030781274, 7, 
014, IOWA, 16, 666.0346585153686, 9, 
014, IOWA, 18, 716.1255938945841, 11, 
014, IOWA, 20, 772.1052527355334, 13, 
014, IOWA, 0, 28.44503383943293, 0, 
014, IOWA, 2, 105.32786762403754, 0, 
014, IOWA, 4, 159.97002239459601, 2, 
014, IOWA, 6, 220.27549901381744, 4, 
014, IOWA, 8, 273.4417852358177, 6, 
014, IOWA, 10, 327.59852087012007, 8, 
014, IOWA, 12, 383.80862314171753, 8, 
014, IOWA, 14, 443.32658490171605, 8, 
014, IOWA, 16, 543.0070899780076, 8, 
014, IOWA, 18, 608.3222107289191, 8, 
014, IOWA, 20, 664.0253906797677, 10, 
014, Equal Means, 0, 47.43346526962785, 0, 
014, Equal Means, 2, 129.83004185160547, 1, 
014, Equal Means, 4, 198.3151583582537, 2, 
014, Equal Means, 6, 252.52367913151, 3, 
014, Equal Means, 8, 338.35307507157944, 4, 
014, Equal Means, 10, 400.296678369957, 6, 
014, Equal Means, 12, 480.5649203226716, 7, 
014, Equal Means, 14, 581.2119468086049, 7, 
014, Equal Means, 16, 663.4749431177522, 8, 
014, Equal Means, 18, 742.0907396882736, 10, 
014, Equal Means, 20, 816.8065352880488, 12, 
014, Low Var, 0, 51.62797361417017, 0, 
014, Low Var, 2, 121.94517002727923, 1, 
014, Low Var, 4, 200.6644903097112, 3, 
014, Low Var, 6, 259.48406562663257, 4, 
014, Low Var, 8, 317.85158175427654, 6, 
014, Low Var, 10, 368.2817899384424, 8, 
014, Low Var, 12, 430.4698496363591, 10, 
014, Low Var, 14, 484.8963704866216, 12, 
014, Low Var, 16, 537.8778949069484, 14, 
014, Low Var, 18, 662.5367243615958, 14, 
014, Low Var, 20, 726.6599912385581, 14, 
014, IOWA, 0, 24.671474014493857, 0, 
014, IOWA, 2, 68.84190081944189, 0, 
014, IOWA, 4, 123.51571342812679, 0, 
014, IOWA, 6, 185.3079811991736, 0, 
014, IOWA, 8, 251.3515398538621, 2, 
014, IOWA, 10, 308.7590130088517, 3, 
014, IOWA, 12, 392.52415914942196, 4, 
014, IOWA, 14, 454.0588261066061, 5, 
014, IOWA, 16, 508.92978398447303, 7, 
014, IOWA, 18, 569.2690712086485, 9, 
014, IOWA, 20, 627.218591354217, 11, 
014, IOWA, 0, 22.264310382157614, 0, 
014, IOWA, 2, 85.24619456754914, 2, 
014, IOWA, 4, 158.98135037970832, 2, 
014, IOWA, 6, 238.26166445173308, 2, 
014, IOWA, 8, 294.32875058465, 4, 
014, IOWA, 10, 352.26453882788064, 6, 
014, IOWA, 12, 406.66354305487715, 8, 
014, IOWA, 14, 460.7749549322082, 10, 
014, IOWA, 16, 527.6147403829118, 12, 
014, IOWA, 18, 586.778873181832, 14, 
014, IOWA, 20, 644.2014734344624, 14, 
014, High Var, 0, 29.645022284330366, 0, 
014, High Var, 2, 100.26848373372727, 2, 
014, High Var, 4, 194.55229420263368, 3, 
014, High Var, 6, 296.7182759641073, 4, 
014, High Var, 8, 355.2636155755414, 6, 
014, High Var, 10, 414.2433390237726, 8, 
014, High Var, 12, 482.6256355981233, 10, 
014, High Var, 14, 566.3796078083445, 12, 
014, High Var, 16, 610.4172024305851, 13, 
014, High Var, 18, 657.7640489172998, 15, 
014, High Var, 20, 703.1333040032406, 17, 
014, Low Var, 0, 29.687439872237068, 0, 
014, Low Var, 2, 77.01636816721958, 2, 
014, Low Var, 4, 132.67458632000856, 4, 
014, Low Var, 6, 185.3802338745849, 6, 
014, Low Var, 8, 246.88572333995594, 8, 
014, Low Var, 10, 304.34006109796167, 10, 
014, Low Var, 12, 365.58710846397116, 12, 
014, Low Var, 14, 429.70315087991844, 14, 
014, Low Var, 16, 489.9469831626478, 16, 
014, Low Var, 18, 545.6815048296305, 18, 
014, Low Var, 20, 596.0742125247086, 20, 
014, High Var, 0, 23.54007660506757, 0, 
014, High Var, 2, 92.67358670772852, 2, 
014, High Var, 4, 168.21122859880032, 4, 
014, High Var, 6, 233.84971208054137, 5, 
014, High Var, 8, 308.1802163720664, 5, 
014, High Var, 10, 370.4164033341216, 6, 
014, High Var, 12, 450.23219492048526, 8, 
014, High Var, 14, 488.9092257212108, 9, 
014, High Var, 16, 564.1249765782712, 11, 
014, High Var, 18, 621.8090710238146, 13, 
014, High Var, 20, 702.4273228226635, 15, 
014, High Var, 0, 52.71893304972246, 0, 
014, High Var, 2, 92.5449646068537, 1, 
014, High Var, 4, 162.17237608380938, 3, 
014, High Var, 6, 231.41295261575596, 5, 
014, High Var, 8, 280.2903373390399, 7, 
014, High Var, 10, 341.76773077341636, 9, 
014, High Var, 12, 392.1554960649742, 11, 
014, High Var, 14, 445.90936038737357, 13, 
014, High Var, 16, 496.3341123436886, 15, 
014, High Var, 18, 549.6781363215783, 16, 
014, High Var, 20, 622.8645397320711, 18, 
014, Equal Means, 0, 38.39717420650257, 0, 
014, Equal Means, 2, 107.76207434021956, 1, 
014, Equal Means, 4, 190.30967790831963, 3, 
014, Equal Means, 6, 272.8720764681742, 4, 
014, Equal Means, 8, 355.0815222538582, 5, 
014, Equal Means, 10, 424.43329120446316, 6, 
014, Equal Means, 12, 529.1193390750717, 8, 
014, Equal Means, 14, 605.085167224375, 9, 
014, Equal Means, 16, 678.4496579914909, 11, 
014, Equal Means, 18, 751.8554727073248, 12, 
014, Equal Means, 20, 833.0334915379053, 13, 
014, Equal Means, 0, 38.52244177370325, 0, 
014, Equal Means, 2, 132.26116664278072, 2, 
014, Equal Means, 4, 211.98300125142043, 3, 
014, Equal Means, 6, 286.21788426597374, 5, 
014, Equal Means, 8, 351.7113718276679, 7, 
015, IOWA, 0, 100, 0, 
015, IOWA, 2, 226.64812418745709, 0, 
015, IOWA, 4, 349.0013071571327, 0, 
015, IOWA, 6, 455.95742619992654, 0, 
015, IOWA, 8, 576.2139888793505, 1, 
015, IOWA, 10, 674.8690272555203, 2, 
015, IOWA, 12, 771.2409139098688, 4, 
015, IOWA, 14, 870.9574316609312, 6, 
015, IOWA, 16, 974.7233636810128, 8, 
015, IOWA, 18, 1076.6003259919053, 10, 
015, IOWA, 20, 1179.3981807740593, 12, 
015, IOWA, 0, 71.0338098761034, 0, 
015, IOWA, 2, 201.19990340458932, 1, 
015, IOWA, 4, 298.18344063614893, 2, 
015, IOWA, 6, 404.21696638871566, 4, 
015, IOWA, 8, 498.8191444441713, 6, 
015, IOWA, 10, 601.4839174283827, 8, 
015, IOWA, 12, 687.8946579028676, 10, 
015, IOWA, 14, 784.2000616686535, 12, 
015, IOWA, 16, 881.0533972320096, 14, 
015, IOWA, 18, 984.7908842106523, 16, 
015, IOWA, 20, 1106.8243215219138, 17, 
015, IOWA, 0, 47.10348063341776, 0, 
015, IOWA, 2, 149.4675697692515, 2, 
015, IOWA, 4, 270.4708381556727, 3, 
015, IOWA, 6, 367.2338722914532, 4, 
015, IOWA, 8, 460.6667285400472, 6, 
015, IOWA, 10, 558.9188326008107, 8, 
015, IOWA, 12, 650.8376474807325, 9, 
015, IOWA, 14, 743.5582474138947, 9, 
015, IOWA, 16, 842.6913016586861, 11, 
015, IOWA, 18, 962.0999372000051, 11, 
015, IOWA, 20, 1059.9797168153948, 12, 
015, High Var, 0, 51.545428309951035, 0, 
015, High Var, 2, 151.16637374613742, 2, 
015, High Var, 4, 236.8340207719497, 4, 
015, High Var, 6, 339.11368597759804, 6, 
015, High Var, 8, 454.8954743530117, 6, 
015, High Var, 10, 558.9390059718808, 7, 
015, High Var, 12, 663.8339819293902, 8, 
015, High Var, 14, 749.1005411504632, 9, 
015, High Var, 16, 899.4372475126779, 11, 
015, High Var, 18, 1001.4026640983324, 11, 
015, High Var, 20, 1096.7576910041214, 11, 
015, Equal Means, 0, 53.06180511023689, 0, 
015, Equal Means, 2, 181.15490342175417, 0, 
015, Equal Means, 4, 295.38631952589674, 0, 
015, Equal Means, 6, 420.28542125265415, 2, 
015, Equal Means, 8, 526.3036041607311, 3, 
015, Equal Means, 10, 646.9196267959775, 3, 
015, Equal Means, 12, 771.6392252553517, 3, 
015, Equal Means, 14, 894.8359665606845, 3, 
015, Equal Means, 16, 1015.6678515828123, 4, 
015, Equal Means, 18, 1130.8459062971717, 4, 
015, Equal Means, 20, 1258.008932824817, 4, 
015, IOWA, 0, 74.59233596433064, 0, 
015, IOWA, 2, 166.6156208680838, 1, 
015, IOWA, 4, 262.44531175455785, 3, 
015, IOWA, 6, 359.3938170229743, 5, 
015, IOWA, 8, 450.5524465665866, 7, 
015, IOWA, 10, 546.212816229528, 9, 
015, IOWA, 12, 642.7807542341336, 11, 
015, IOWA, 14, 742.0012194752335, 13, 
015, IOWA, 16, 849.9179194204384, 15, 
015, IOWA, 18, 944.0813417767508, 17, 
015, IOWA, 20, 1037.9165835033052, 19, 
015, Low Var, 0, 70.73347000584388, 0, 
015, Low Var, 2, 178.0778458515697, 0, 
015, Low Var, 4, 293.9476018612465, 0, 
015, Low Var, 6, 412.93812590539005, 1, 
015, Low Var, 8, 533.7795910709826, 3, 
015, Low Var, 10, 663.9264576156512, 4, 
015, Low Var, 12, 780.1456789637427, 4, 
015, Low Var, 14, 879.1640015302514, 6, 
015, Low Var, 16, 975.5784185839203, 8, 
015, Low Var, 18, 1077.288426348174, 10, 
015, Low Var, 20, 1183.132174325189, 12, 
015, Equal Means, 0, 67.81465176961503, 0, 
015, Equal Means, 2, 182.33506444317547, 0, 
015, Equal Means, 4, 300.6696268058827, 1, 
015, Equal Means, 6, 413.1340379459475, 2, 
015, Equal Means, 8, 528.292657109608, 2, 
015, Equal Means, 10, 645.6738238387749, 2, 
015, Equal Means, 12, 766.8799452779479, 2, 
015, Equal Means, 14, 881.8280603148177, 2, 
015, Equal Means, 16, 1000.7097852225193, 2, 
015, Equal Means, 18, 1117.142570571858, 2, 
015, Equal Means, 20, 1208.1014497870174, 4, 
015, Low Var, 0, 52.977246082334105, 0, 
015, Low Var, 2, 150.10358148579235, 2, 
015, Low Var, 4, 246.89134512978583, 4, 
015, Low Var, 6, 338.6740789508418, 6, 
015, Low Var, 8, 429.2153949537428, 8, 
015, Low Var, 10, 528.6258816595392, 10, 
015, Low Var, 12, 650.6076119579742, 11, 
015, Low Var, 14, 744.6983340240782, 12, 
015, Low Var, 16, 839.9791202660571, 14, 
015, Low Var, 18, 942.8427270369583, 16, 
015, Low Var, 20, 1031.9129262192616, 18, 
015, Low Var, 0, 66.95728917088076, 0, 
015, Low Var, 2, 187.9229074789207, 0, 
015, Low Var, 4, 287.1122072206801, 2, 
015, Low Var, 6, 386.4024045620132, 4, 
015, Low Var, 8, 499.30362558854563, 5, 
015, Low Var, 10, 598.0893871649267, 6, 
015, Low Var, 12, 698.3036189242634, 8, 
015, Low Var, 14, 810.5666708814028, 8, 
015, Low Var, 16, 906.9242367083199, 10, 
015, Low Var, 18, 1014.4856422314257, 10, 
015, Low Var, 20, 1117.1057328694537, 10, 
015, Equal Means, 0, 69.27976444651327, 0, 
015, Equal Means, 2, 192.1779594580924, 0, 
015, Equal Means, 4, 309.33101177937004, 0, 
015, Equal Means, 6, 431.1219834904267, 0, 
015, Equal Means, 8, 564.211535482444, 0, 
015, Equal Means, 10, 680.2614394822847, 1, 
015, Equal Means, 12, 805.4588222388916, 1, 
015, Equal Means, 14, 926.5344951028604, 2, 
015, Equal Means, 16, 1046.7058172805123, 2, 
015, Equal Means, 18, 1173.4613981598886, 2, 
015, Equal Means, 20, 1292.3920200073833, 2, 
015, High Var, 0, 34.5813595332173, 0, 
015, High Var, 2, 135.4693013675602, 2, 
015, High Var, 4, 199.04149249812446, 4, 
015, High Var, 6, 316.5888923234792, 6, 
015, High Var, 8, 421.1619281088894, 7, 
